data,et0
2017-09-24,0.04500531291666667
2017-09-25,0.060879058374999996
2017-09-26,0.07201640725
2017-09-27,0.06578797458333334
2017-09-28,0.06643400166666664
2017-09-29,0.06783469029166667
2017-09-30,0.060100958125
2017-10-01,0.06614063212499999
2017-10-02,0.07865075041666665
2017-10-03,0.05912855262500002
2017-10-04,0.07116962141666668
2017-10-05,0.08032678875
2017-10-06,0.07439492325000001
2017-10-07,0.058028079708333326
2017-10-08,0.046637113333333334
2017-10-09,0.04275153833333333
2017-10-10,0.05898918295833333
2017-10-11,0.07165757500000002
2017-10-12,0.06488323541666667
2017-10-13,0.06877188604166667
2017-10-14,0.07153955166666666
2017-10-15,0.0678618435
2017-10-16,0.0558305725
2017-10-17,0.06239705291666665
2017-10-18,0.06817457833333333
2017-10-19,0.07696267916666667
2017-10-20,0.06370748808333333
2017-10-21,0.08299720854166667
2017-10-22,0.086780201125
2017-10-23,0.07256996695833333
2017-10-24,0.06741571129166667
2017-10-25,0.07787989983333334
2017-10-26,0.07063016320833333
2017-10-27,0.07196725475
2017-10-28,0.07648276783333334
2017-10-29,0.06832048308333334
2017-10-30,0.071759854125
2017-10-31,0.07129676428571428
2017-11-01,0.06373641289999998
2017-11-02,0.09134145147619048
2017-11-03,0.09736851952380952
2017-11-04,0.08753266713636364
2017-11-05,0.08146214379130436
2017-11-06,0.08041808221739132
2017-11-07,0.06572095230434781
2017-11-08,0.08664467222727272
2017-11-09,0.08462743636363637
2017-11-10,0.08038546772727272
2017-11-11,0.07694335841913044
2017-11-12,0.07879964252173913
2017-11-13,0.07786720526086956
2017-11-14,0.06596018386956523
2017-11-15,0.08926035086956521
2017-11-16,0.06344119230434782
2017-11-17,0.05380009304347825
2017-11-18,0.061135806304347826
2017-11-19,0.07779982980434783
2017-11-20,0.0685676508695652
2017-11-21,0.07432161500000001
2017-11-22,0.06739748
2017-11-23,0.07068494335294118
2017-11-24,0.066310722
2017-11-25,0.03556498555555556
2017-11-26,0.0257985876
2017-11-27,0.034957978099999995
2017-11-28,0.04255340602222222
2017-11-29,0.04974903691666668
