data,pressao_atm_max,pressao_atm_min,chuva_mm,temp_ar_max,temp_ar_min,umid_relat_max,umid_relat_min,rad_solar_total,temp_max,temp_min,temp_ar_media,umid_relat_media,vento_veloc,rad_solar_media,et0
2017-01-01 00:00:00,619.9329,599.9176,0.0,25.936,25.426,81.828,78.974,1601.449,22.16899,22.0057,25.66374,80.65533,0.8647915,4.448471,0.0162521
2017-01-01 01:00:00,620.2747,599.7497,0.0,25.447,25.094,84.541,81.796,1566.53,22.36811,22.07685,25.24476,83.31339,0.746875,4.351471,0.01272065
2017-01-01 02:00:00,620.2747,599.9298,0.0,25.134,24.854,87.039,84.51,1579.481,22.60459,22.32089,24.98343,85.95296,1.13382,4.387447,0.01447337
2017-01-01 03:00:00,620.3174,599.765,0.0,24.896,24.695,88.586,87.012,1553.649,22.76375,22.53646,24.76787,87.88836,0.553125,4.315691,0.007902654
2017-01-01 04:00:00,620.293,599.7802,0.0,24.844,24.654,89.21,88.355,1517.515,22.82641,22.7223,24.74609,88.73738,0.2428472,4.21532,0.004605023
2017-01-01 05:00:00,620.2991,599.7955,0.0,24.674,24.334,90.535,89.121,1486.266,22.78951,22.63815,24.4899,89.74279,0.01354167,4.128515,0.002168928
2017-01-01 06:00:00,620.2869,599.7497,0.0,24.353,23.802,92.13,90.504,1448.603,22.74092,22.36495,24.11663,91.13995,0.0,4.023897,0.001981305
2017-01-01 07:00:00,620.2961,599.7497,0.0,24.876,23.712,92.695,90.724,1503.209,23.29095,22.3929,24.03619,92.18169,0.0,4.175581,0.003670103
2017-01-01 08:00:00,620.29,599.7802,0.0,27.368,24.815,90.658,70.844,1858.279,23.24808,21.26592,25.78007,80.70208,0.0,5.161886,0.004540349
2017-01-01 09:00:00,620.2808,599.7955,0.0,29.65,27.358,70.968,60.374,2770.556,21.91483,20.70299,28.54943,65.05806,0.9090971,7.695989,0.03959419
2017-01-01 10:00:00,620.3236,599.7344,0.0,31.439,28.329,64.226,52.259,3346.515,21.72738,20.24809,30.26525,57.86586,1.29993,9.295874,0.0654536
2017-01-01 11:00:00,620.0336,599.7955,0.0,32.718,29.99,58.126,46.554,3209.802,21.49462,19.72894,31.46383,52.02142,1.514028,8.916116,0.0848995
2017-01-01 12:00:00,620.0947,599.7497,0.0,34.115,31.678,50.181,42.736,3546.446,20.96215,18.97874,32.7855,46.29789,1.924514,9.851239,0.1188307
2017-01-01 13:00:00,620.1069,599.7802,0.0,35.951,32.546,47.81,38.546,3909.085,20.84483,18.86613,34.18711,42.52356,1.625693,10.85857,0.1128492
2017-01-01 14:00:00,601.0226,599.7955,0.0,36.34,33.427,43.26,36.267,3686.608,20.46935,18.27907,35.10232,39.31945,1.828611,10.24058,0.1325865
2017-01-01 15:00:00,600.9463,599.7863,0.0,37.408,34.537,40.701,33.077,2969.873,20.64314,17.76282,35.91277,36.69995,1.764375,8.249646,0.1338068
2017-01-01 16:00:00,600.9799,599.8748,0.0,37.039,35.173,37.334,31.995,2620.393,19.25284,17.59581,36.32359,34.21231,1.950416,7.27887,0.1517517
2017-01-01 17:00:00,619.9725,599.881,0.0,36.81,34.806,36.442,32.668,1638.725,18.22522,17.45257,36.08515,34.08376,1.460694,4.552013,0.1151256
2017-01-01 18:00:00,619.9634,599.7619,0.0,35.013,34.246,36.973,35.449,1620.558,17.76307,17.29365,34.66392,36.17695,1.094583,4.50155,0.08426566
2017-01-01 19:00:00,620.4426,599.829,0.0,34.236,32.367,48.222,36.615,1616.367,20.089,17.24842,33.44591,41.18345,1.269861,4.489907,0.0735288
2017-01-01 20:00:00,619.9939,599.8718,0.0,32.378,30.84,52.785,48.153,1616.49,20.52451,19.99493,31.62802,50.84385,1.979653,4.490249,0.08240689
2017-01-01 21:00:00,620.0702,599.8412,0.0,30.84,28.84,63.287,52.816,1610.985,21.19894,20.09553,29.84472,57.64674,1.790279,4.474958,0.06347546
2017-01-01 22:00:00,620.3358,599.7497,0.0,28.82,27.348,71.527,63.284,1618.616,21.78833,21.15921,28.07267,67.35755,1.927778,4.496155,0.04946938
2017-01-01 23:00:00,620.3602,599.8168,0.0,27.348,26.476,76.388,71.558,1603.76,22.10069,21.75725,26.87893,74.59427,1.286528,4.454889,0.02853834
2017-01-02 00:00:00,619.9084,599.8871,0.0,26.507,25.756,82.156,76.386,1580.097,22.51226,21.9925,26.14499,78.97049,0.6696528,4.389158,0.0146791
2017-01-02 01:00:00,619.8871,599.7497,0.0,25.766,25.134,86.926,82.184,1532.209,22.83685,22.51373,25.43106,84.91805,0.3161111,4.256136,0.006565801
2017-01-02 02:00:00,620.3602,599.9207,0.0,25.275,25.134,87.504,86.928,1516.037,23.03379,22.83042,25.21641,87.25259,0.4437501,4.211214,0.007158652
2017-01-02 03:00:00,620.345,599.7955,0.0,25.506,25.224,87.324,85.939,1566.016,23.08784,22.85493,25.38983,86.42999,1.692778,4.350044,0.01833964
2017-01-02 04:00:00,620.3236,599.7497,0.0,25.265,25.014,87.582,86.562,1588.664,22.90102,22.75982,25.13688,87.08476,1.432014,4.412956,0.01569153
2017-01-02 05:00:00,620.2808,599.7344,0.0,25.044,24.735,88.285,87.176,1570.178,22.8169,22.65646,24.87418,87.77804,1.107431,4.361607,0.01256958
2017-01-02 06:00:00,620.2869,599.8107,0.0,24.786,24.453,89.292,87.89,1525.277,22.69806,22.57278,24.60906,88.68538,0.7018058,4.236881,0.008672916
2017-01-02 07:00:00,620.2625,599.7283,0.0,24.966,24.434,90.058,89.035,1599.392,23.18146,22.59166,24.58588,89.67215,0.1398611,4.442756,0.005332239
2017-01-02 08:00:00,620.2747,599.8687,0.0,27.49,24.844,89.262,70.57,2016.595,23.18456,21.48104,25.70709,83.5095,0.2403473,5.601653,0.008864199
2017-01-02 09:00:00,620.2625,599.7344,0.0,29.35,27.027,72.758,61.464,2752.567,22.24702,20.71571,28.33209,66.08841,1.094514,7.646019,0.04453775
2017-01-02 10:00:00,620.3267,599.8565,0.0,30.298,28.228,65.406,56.575,2710.933,21.85326,20.54453,29.42999,60.9521,1.279861,7.530368,0.05828178
2017-01-02 11:00:00,620.0458,599.8657,0.0,31.42,29.978,58.306,52.854,2377.836,21.37457,20.21471,30.53833,55.56589,1.095556,6.605101,0.05785094
2017-01-02 12:00:00,619.9451,599.7253,0.0,33.158,30.4,56.277,48.132,2857.443,21.6012,19.86834,31.72168,51.78049,1.004792,7.937341,0.05999729
2017-01-02 13:00:00,619.9268,599.6734,0.0,33.947,32.0,52.07,43.849,2836.564,21.12115,18.88646,32.80973,46.49364,1.468056,7.879344,0.09263318
2017-01-02 14:00:00,620.3022,599.7344,0.0,34.537,32.796,45.853,39.763,2831.907,20.20723,18.48626,33.76414,42.12408,1.26861,7.866408,0.08910443
2017-01-02 15:00:00,620.0702,599.9573,0.0,35.173,33.289,42.205,36.341,2496.993,19.59885,17.59793,34.38495,38.78344,1.288681,6.936093,0.0953192
2017-01-02 16:00:00,620.1374,599.8718,0.0,35.931,33.775,39.802,33.558,2383.509,18.66713,17.40061,34.65834,37.02591,1.803818,6.620858,0.1319883
2017-01-02 17:00:00,620.171,599.6856,0.0,35.921,33.865,36.48,32.578,1681.667,18.01415,15.2655,34.84756,34.3398,1.360277,4.671296,0.1057675
2017-01-02 18:00:00,620.0671,599.7527,0.0,33.986,33.248,35.326,32.626,1584.531,16.12912,15.23891,33.62167,34.02223,1.163333,4.401476,0.09046202
2017-01-02 19:00:00,620.0947,599.8779,0.0,33.267,30.6,52.718,34.886,1541.414,19.94002,15.6608,31.86247,46.27746,1.994931,4.281705,0.09086712
2017-01-02 20:00:00,619.9939,599.765,0.0,30.58,28.75,57.193,52.812,1567.473,19.9341,19.10586,29.46768,55.71447,1.85875,4.354092,0.06736339
2017-01-02 21:00:00,619.9084,599.884,0.0,28.76,27.638,62.412,56.087,1571.26,19.82885,19.13748,28.20629,58.9667,0.8175694,4.364611,0.03291491
2017-01-02 22:00:00,620.348,599.7253,0.0,27.63,26.588,72.697,62.439,1565.755,21.31797,19.8129,27.09684,66.79508,1.035556,4.349321,0.03150452
2017-01-02 23:00:00,620.0061,599.7283,0.0,26.578,25.556,81.832,72.72,1590.075,22.25784,21.29527,26.01909,77.251,0.8249308,4.416875,0.01830278
2017-01-03 00:00:00,620.3724,599.9329,0.0,25.586,25.496,84.326,81.854,1615.348,22.74688,22.24276,25.54738,83.40086,1.37,4.487078,0.01938943
2017-01-03 01:00:00,620.348,599.7253,0.0,25.576,25.014,85.844,84.271,1614.088,22.78049,22.46248,25.33176,84.79424,1.189444,4.483577,0.01620992
2017-01-03 02:00:00,620.3052,599.8199,0.0,25.036,24.754,86.703,85.836,1579.147,22.56322,22.38109,24.92109,86.22571,0.9477776,4.386519,0.01260755
2017-01-03 03:00:00,619.7497,599.8016,0.0,24.794,24.644,88.796,86.728,1535.537,22.73391,22.39035,24.71529,87.98995,0.8136801,4.265379,0.0100589
2017-01-03 04:00:00,620.3022,599.7344,0.0,24.716,24.453,89.41,88.537,1538.094,22.7507,22.60412,24.61183,88.82476,1.042778,4.272484,0.01109448
2017-01-03 05:00:00,619.826,599.7436,0.0,24.484,24.154,91.02,89.384,1497.571,22.65194,22.55174,24.28495,90.22124,0.4189584,4.15992,0.005611524
2017-01-03 06:00:00,620.3113,599.9176,0.0,24.243,24.054,91.998,90.964,1482.501,22.73198,22.63498,24.14858,91.46719,0.4496527,4.11806,0.005301177
2017-01-03 07:00:00,620.2625,599.765,0.0,24.835,23.993,92.512,89.625,1602.798,23.09255,22.65059,24.26311,91.68167,0.5194447,4.452216,0.00801821
2017-01-03 08:00:00,620.293,599.826,0.0,26.398,24.744,89.8,77.617,2065.402,23.15385,22.15628,25.61006,83.95567,1.39,5.737226,0.02600614
2017-01-03 09:00:00,619.8505,599.826,0.0,29.81,26.418,78.188,59.492,3052.038,22.37635,20.55827,28.16736,67.40908,2.552499,8.477883,0.08576383
2017-01-03 10:00:00,620.058,599.7497,0.0,30.91,28.29,64.027,54.068,2917.081,21.19979,19.60458,29.74553,57.61164,2.096598,8.103003,0.09590855
2017-01-03 11:00:00,619.9268,599.7344,0.0,31.579,29.43,57.567,50.071,2474.327,20.64066,19.45615,30.12379,54.70441,2.115347,6.873131,0.1026645
2017-01-03 12:00:00,620.3755,599.8107,0.0,33.587,31.029,52.197,45.194,3520.136,20.66712,19.31546,32.11947,48.57485,2.073889,9.778157,0.1201556
2017-01-03 13:00:00,619.9664,599.9298,0.0,34.765,32.539,48.357,41.915,3664.141,21.10266,19.16374,33.47436,45.09279,2.00993,10.17817,0.127557
2017-01-03 14:00:00,620.1465,599.9237,0.0,35.394,33.296,47.242,39.171,3404.309,20.79166,18.87954,34.1355,43.02048,1.708334,9.456415,0.1155947
2017-01-03 15:00:00,620.1404,599.8748,0.0,35.503,34.056,42.8,37.617,2845.865,20.10876,18.29899,34.73865,39.79793,1.752778,7.905181,0.1243889
2017-01-03 16:00:00,620.1618,599.9023,0.0,36.71,34.156,40.333,34.232,2706.385,19.79747,17.82494,35.42986,37.06433,1.806042,7.517737,0.134294
2017-01-03 17:00:00,620.2045,599.8565,0.0,35.694,33.775,40.632,34.542,1669.293,18.62317,17.39692,34.61359,37.48263,1.769097,4.636926,0.1272127
2017-01-03 18:00:00,620.8883,599.7222,0.0,33.865,31.24,54.381,40.224,1627.475,21.01407,18.4166,32.34544,48.98551,2.565209,4.520764,0.1393044
2017-01-03 19:00:00,620.4365,599.8718,0.0,31.25,29.59,60.3,54.347,1621.158,21.13898,20.8501,30.30997,57.44021,2.654653,4.503217,0.0839631
2017-01-03 20:00:00,620.4274,599.7863,0.0,29.609,28.208,66.432,60.273,1627.416,21.37653,20.89714,28.90027,62.6639,2.029306,4.5206,0.05967185
2017-01-03 21:00:00,620.3877,599.7924,0.0,28.22,27.078,71.746,66.398,1630.791,21.60918,21.308,27.59354,69.27724,2.521042,4.529975,0.05459338
2017-01-03 22:00:00,620.3694,599.8168,0.0,27.088,26.198,74.836,71.742,1628.704,21.60635,21.3122,26.63064,73.30119,1.781945,4.524178,0.03717969
2017-01-03 23:00:00,619.9939,599.7589,0.0,26.186,25.525,80.596,74.886,1598.216,21.98859,21.32967,25.84204,77.07722,1.560486,4.43949,0.02878208
2017-01-04 00:00:00,620.3389,599.8871,0.0,25.666,25.396,83.672,80.623,1601.71,22.48216,21.98677,25.5188,81.93436,1.31875,4.449193,0.02040435
2017-01-04 01:00:00,620.2869,599.7955,0.0,25.406,24.974,86.283,83.666,1579.465,22.58627,22.43473,25.17586,85.1286,1.203333,4.387402,0.01591889
2017-01-04 02:00:00,620.3267,599.9329,0.0,25.216,24.995,87.275,86.031,1555.038,22.95686,22.56482,25.07873,86.68114,0.8492362,4.319549,0.01140106
2017-01-04 03:00:00,620.3358,599.7833,0.0,25.326,25.175,87.22,86.516,1559.012,22.97216,22.86121,25.23676,86.88049,1.530694,4.330588,0.0166199
2017-01-04 04:00:00,620.2259,599.7344,0.0,25.255,24.794,89.242,86.844,1582.931,23.00051,22.89876,25.00679,88.25076,1.477917,4.397031,0.01464604
2017-01-04 05:00:00,620.2381,599.7497,0.0,24.876,24.735,89.728,88.684,1544.211,23.00517,22.80738,24.80053,89.34055,0.7958331,4.289474,0.009016194
2017-01-04 06:00:00,620.2411,599.8412,0.0,25.114,24.754,88.691,85.964,1544.054,22.8667,22.51966,24.96101,87.2515,1.483889,4.289039,0.01574842
2017-01-04 07:00:00,600.931,599.7222,0.0,25.014,24.906,87.008,85.714,1599.398,22.69839,22.43104,24.96535,86.41833,1.624583,4.442773,0.02422533
2017-01-04 08:00:00,620.2747,599.7985,0.0,26.938,24.995,87.336,79.738,2104.326,23.47098,22.7035,25.67468,85.01526,1.949861,5.845349,0.03176172
2017-01-04 09:00:00,620.2656,599.7894,0.0,28.188,26.366,79.945,70.203,2466.325,23.18111,21.97611,27.3852,74.66579,2.450487,6.850904,0.06376435
2017-01-04 10:00:00,620.3328,599.765,0.0,30.458,27.608,71.746,60.156,2778.582,22.7255,21.79031,28.922,66.76691,2.713056,7.718283,0.09259104
2017-01-04 11:00:00,619.8993,599.8138,0.0,31.579,29.31,63.244,54.755,2571.003,22.55224,21.15535,30.44067,59.58604,2.063542,7.141676,0.09096641
2017-01-04 12:00:00,620.3022,599.7375,0.0,33.177,31.029,57.752,49.527,2949.239,22.50928,20.76633,32.22053,52.57336,1.883404,8.19233,0.1017176
2017-01-04 13:00:00,619.8962,599.7802,0.0,35.132,32.607,51.074,41.968,2879.047,21.76972,19.6879,33.6226,46.4282,2.325764,7.997353,0.1397606
2017-01-04 14:00:00,620.0794,599.8504,0.0,36.232,33.538,45.2,34.996,2971.205,20.44533,18.03244,34.8565,40.54602,2.364306,8.253348,0.1600287
2017-01-04 15:00:00,620.0947,599.8779,0.0,36.73,34.576,39.847,33.474,2435.673,19.32358,17.50509,35.54855,36.14821,2.196598,6.765759,0.1614042
2017-01-04 16:00:00,600.9951,599.7344,0.0,36.469,35.113,36.711,32.198,1921.614,18.28748,16.95502,35.62114,34.39032,1.99118,5.337816,0.1510367
2017-01-04 17:00:00,619.9756,599.768,0.0,36.58,34.716,36.765,32.615,1721.965,18.17892,17.17328,35.61981,34.57435,2.574792,4.783236,0.1886229
2017-01-04 18:00:00,600.9799,599.7466,0.0,35.203,33.136,45.384,35.823,1577.148,19.76191,17.80565,33.58636,42.26157,2.801874,4.380966,0.1733346
2017-01-04 19:00:00,620.3999,599.7955,2.54,33.027,27.358,74.516,46.395,1583.87,23.12138,20.01874,28.61997,64.98058,1.629236,4.399638,0.04785577
2017-01-04 20:00:00,600.9432,599.8382,0.0,29.85,28.779,60.562,56.482,1664.289,20.73614,20.07087,29.32856,58.35526,2.342499,4.623024,0.07385432
2017-01-04 21:00:00,619.9054,599.71,0.0,28.859,27.428,69.113,59.658,1617.523,21.27948,20.24291,28.06563,64.82832,2.21,4.49312,0.05815426
2017-01-04 22:00:00,600.9158,599.7344,0.0,27.438,26.398,76.458,68.957,1641.507,21.96063,21.19522,26.84502,73.48912,2.041181,4.559741,0.04058768
2017-01-04 23:00:00,619.7863,599.7253,0.0,26.408,25.697,82.344,76.48,1680.574,22.50087,21.93441,26.0454,79.46175,2.282778,4.668262,0.03327185
2017-01-05 00:00:00,620.2625,599.765,0.0,25.705,25.365,84.432,82.367,1669.012,22.62862,22.47227,25.53927,83.5898,1.724305,4.636144,0.02230459
2017-01-05 01:00:00,620.2778,599.7344,0.0,25.376,25.104,85.18,84.447,1624.343,22.59677,22.43416,25.25368,84.85433,1.740279,4.512064,0.02062111
2017-01-05 02:00:00,620.2503,599.7344,0.0,25.126,24.815,86.55,85.121,1617.307,22.53415,22.401,24.98869,85.84547,1.384861,4.492518,0.01664311
2017-01-05 03:00:00,620.2961,599.9023,0.0,24.794,24.514,87.184,86.43,1581.601,22.47058,22.15557,24.66788,86.86991,1.338959,4.393337,0.01506381
2017-01-05 04:00:00,620.2442,599.826,0.0,24.604,24.353,86.707,84.246,1565.583,22.17109,21.72217,24.51248,85.22662,1.651528,4.348841,0.01905123
2017-01-05 05:00:00,620.1923,599.8565,0.0,24.375,23.592,89.836,85.684,1510.228,22.01055,21.80924,24.01492,87.83195,0.5861111,4.195076,0.008062601
2017-01-05 06:00:00,620.1282,599.826,0.0,23.602,22.92,92.672,89.83,1428.879,21.87036,21.67987,23.2582,91.36649,0.005763889,3.96911,0.001993877
2017-01-05 07:00:00,600.3602,599.8138,0.0,23.712,22.75,93.542,90.394,1471.484,22.13709,21.60821,23.0114,92.61481,0.0,4.087456,0.003577444
2017-01-05 08:00:00,620.1282,599.9329,0.0,26.437,23.722,90.33,75.552,1882.002,22.14505,21.41416,24.93551,82.8887,0.3676389,5.227784,0.01078595
2017-01-05 09:00:00,620.2686,599.7802,0.0,28.018,26.398,75.502,66.363,2596.608,21.88169,20.62864,27.19773,69.85328,1.379097,7.212801,0.04709568
2017-01-05 10:00:00,620.2381,599.7955,0.0,29.52,26.928,69.27,58.457,2647.603,21.34198,20.00778,28.3405,63.26633,1.362013,7.354452,0.05686689
2017-01-05 11:00:00,620.3297,599.939,0.0,31.848,28.329,62.08,50.329,3417.7,21.47105,19.99813,30.18977,56.44079,1.660347,9.493611,0.08259199
2017-01-05 12:00:00,620.2625,599.7222,0.0,32.927,30.34,54.479,47.292,3017.806,21.04099,19.72549,31.58023,51.08181,1.533263,8.382794,0.08711658
2017-01-05 13:00:00,620.3022,599.8077,0.0,33.935,31.65,50.261,43.552,2918.986,21.01682,19.45741,32.68114,47.04743,1.494444,8.108294,0.09314609
2017-01-05 14:00:00,620.2167,599.9023,0.0,34.984,32.878,47.158,39.992,2872.493,20.90988,19.14291,33.71171,43.8769,1.69625,7.979146,0.1114048
2017-01-05 15:00:00,619.9695,599.7344,0.0,35.304,33.039,45.317,38.865,2647.486,20.24979,18.7732,34.47433,40.96844,1.686597,7.354129,0.1171588
2017-01-05 16:00:00,619.8871,599.7741,0.0,35.603,34.115,40.798,36.992,2325.271,19.63405,18.37482,34.94994,38.6988,1.956736,6.459086,0.1386574
2017-01-05 17:00:00,620.0886,599.6612,0.0,35.554,33.955,41.479,37.919,1682.438,19.64129,18.44733,34.61629,39.46002,1.462083,4.673439,0.1039881
2017-01-05 18:00:00,619.9939,599.6612,0.0,34.376,32.808,44.654,39.802,1618.627,19.36856,18.66713,33.31274,42.85894,1.066181,4.496187,0.07262664
2017-01-05 19:00:00,620.3877,599.9207,0.0,32.949,30.99,53.489,42.916,1569.655,20.54933,18.43313,32.32003,45.81431,0.6135416,4.360153,0.03671724
2017-01-05 20:00:00,620.4213,599.7772,0.0,31.0,25.796,75.062,53.144,1580.708,21.28671,20.22202,27.52102,67.83566,2.542361,4.390855,0.05721977
2017-01-05 21:00:00,620.3785,599.881,0.0,25.878,25.056,78.941,73.05,1630.135,21.24719,20.62965,25.53266,75.68213,0.7490278,4.528152,0.01794807
2017-01-05 22:00:00,620.3236,599.7741,0.0,25.066,24.703,79.105,74.172,1613.396,21.19257,20.00303,24.86632,76.04112,0.6510415,4.481654,0.01572326
2017-01-05 23:00:00,619.8718,599.7497,0.0,24.774,24.375,80.582,76.273,1557.524,20.87423,20.31211,24.5363,78.40215,0.07895834,4.326454,0.003831731
2017-01-06 00:00:00,620.4121,599.9329,0.0,24.554,24.353,84.968,80.494,1525.693,21.85036,20.84673,24.45391,82.76808,0.0,4.238037,0.002106872
2017-01-06 01:00:00,620.3206,599.765,0.0,24.735,24.484,88.67,84.939,1513.819,22.66137,21.83662,24.62373,87.00262,0.1906944,4.205052,0.004406418
2017-01-06 02:00:00,620.2381,599.9451,0.0,24.654,24.273,90.672,88.638,1557.891,22.78332,22.5939,24.4772,89.76004,0.3345138,4.327477,0.005176374
2017-01-06 03:00:00,620.3022,599.7741,0.0,24.424,24.314,90.695,90.3,1593.745,22.76903,22.67571,24.36453,90.48493,0.8185419,4.427069,0.008343749
2017-01-06 04:00:00,619.7375,599.7344,0.0,24.324,24.112,91.576,90.492,1596.77,22.7216,22.56784,24.2091,91.04575,0.04479167,4.435472,0.002531645
2017-01-06 05:00:00,620.2595,599.7802,0.0,24.284,23.852,92.758,91.516,1554.062,22.86276,22.57107,24.092,91.90062,0.1951388,4.316839,0.003525268
2017-01-06 06:00:00,620.2381,599.8382,0.0,23.903,23.742,94.168,92.705,1499.803,22.87362,22.56456,23.84431,93.53889,0.013125,4.166119,0.00210608
2017-01-06 07:00:00,600.9799,599.8443,0.0,24.012,23.552,94.873,94.13,1508.135,23.11956,22.63725,23.72426,94.62322,0.0,4.189265,0.003656896
2017-01-06 08:00:00,600.9677,599.826,0.0,26.398,24.012,94.691,79.152,1867.584,23.60976,22.46091,25.05338,88.95363,0.6206945,5.187734,0.0111297
2017-01-06 09:00:00,620.0794,599.826,0.0,29.22,26.356,79.199,61.488,2822.724,22.59556,20.64622,27.99314,69.17615,1.625832,7.840899,0.05612737
2017-01-06 10:00:00,620.1893,599.7833,0.0,30.9,29.029,61.722,53.619,3177.31,21.27496,19.84624,29.89603,57.32234,1.561111,8.825861,0.07616556
2017-01-06 11:00:00,620.3236,599.71,0.0,31.458,29.82,58.858,50.318,3150.229,21.21364,19.59283,30.74857,53.47666,1.413264,8.750636,0.07687224
2017-01-06 12:00:00,620.3113,599.7497,0.0,33.935,30.38,53.736,40.021,3189.647,20.74438,17.6204,31.85594,46.87599,1.691319,8.860131,0.1031055
2017-01-06 13:00:00,620.3969,599.7802,0.0,34.875,32.578,43.146,32.26,3578.057,19.39574,15.25292,33.78579,38.36054,1.793055,9.939048,0.1294433
2017-01-06 14:00:00,620.0336,599.826,0.0,35.542,33.826,38.982,30.328,3349.893,18.53071,14.8617,34.68066,33.38294,1.991598,9.305258,0.1541852
2017-01-06 15:00:00,619.9084,599.7527,0.0,35.733,33.724,37.531,29.328,2557.327,17.97141,14.31705,34.72168,31.94589,1.936111,7.103686,0.1519421
2017-01-06 16:00:00,620.0794,599.768,0.0,36.171,34.665,33.589,26.978,2368.632,16.96322,13.4068,35.32695,30.17092,1.662084,6.579534,0.1369428
2017-01-06 17:00:00,600.9493,599.768,0.0,35.624,34.175,29.038,25.44,1652.888,14.34859,12.53582,34.96767,27.02831,1.457083,4.591355,0.1248353
2017-01-06 18:00:00,619.9329,599.7466,0.0,34.216,32.748,29.938,27.272,1581.986,13.89345,11.93743,33.43689,28.54469,0.8456242,4.394406,0.07306007
2017-01-06 19:00:00,620.116,599.8718,0.0,32.789,30.369,31.878,28.184,1549.25,12.66393,11.3843,31.66139,29.77963,0.06305555,4.303473,0.007561935
2017-01-06 20:00:00,600.0702,599.7527,0.0,30.35,27.088,40.176,31.524,1552.447,12.93653,11.19889,28.59866,35.58112,0.0,4.312354,0.002467002
2017-01-06 21:00:00,620.0336,599.826,0.0,28.439,26.096,53.775,38.912,1563.976,17.84422,11.63141,27.23657,43.45863,0.465486,4.344379,0.0276694
2017-01-06 22:00:00,619.9908,599.7802,0.0,28.079,27.188,64.128,53.65,1597.652,19.88566,17.80332,27.69245,59.74073,1.580486,4.437922,0.05236544
2017-01-06 23:00:00,620.4335,599.8016,0.0,27.227,25.907,76.016,64.093,1622.173,21.45234,19.84755,26.50072,69.74664,1.237083,4.506035,0.03244421
2017-01-07 00:00:00,620.3663,599.7863,0.0,25.956,25.114,83.726,76.218,1625.622,22.22786,21.45494,25.4342,81.15439,1.040833,4.515617,0.01801528
2017-01-07 01:00:00,620.3389,599.8107,0.0,25.165,24.625,87.438,83.707,1610.961,22.47387,22.09019,24.90279,84.93822,0.6282638,4.474891,0.01032043
2017-01-07 02:00:00,620.3846,599.942,0.0,24.744,24.424,89.758,87.441,1621.185,22.77407,22.48403,24.65915,88.62451,1.124444,4.503293,0.01191025
2017-01-07 03:00:00,620.3144,599.8412,0.0,24.445,24.214,90.472,89.785,1623.886,22.69884,22.53072,24.31657,90.20269,0.937639,4.510795,0.009304842
2017-01-07 04:00:00,620.3144,599.9207,0.0,24.234,23.772,92.203,90.365,1566.168,22.61206,22.38709,23.9905,91.28316,0.2275,4.350468,0.003892819
2017-01-07 05:00:00,620.3358,599.8596,0.0,23.893,23.632,93.012,92.027,1528.465,22.57325,22.39888,23.77334,92.41666,0.2159028,4.245736,0.003516627
2017-01-07 06:00:00,620.2747,599.7222,0.0,23.742,23.572,93.01,92.281,1515.498,22.48687,22.26302,23.65691,92.57964,0.2352779,4.209718,0.003582438
2017-01-07 07:00:00,620.3052,599.8046,0.0,24.073,23.652,92.39,87.438,1612.119,22.48227,21.76586,23.81234,90.97383,0.3171527,4.478108,0.006650799
2017-01-07 08:00:00,605.2106,599.826,0.0,26.538,23.952,87.488,74.039,2022.021,21.87153,21.34758,24.87137,82.3549,0.7153473,5.616725,0.01707401
2017-01-07 09:00:00,619.6246,599.8412,0.0,28.41,26.288,74.115,62.548,2930.31,21.49191,20.22998,27.26871,68.02035,1.799584,8.139749,0.06232695
2017-01-07 10:00:00,600.9371,599.765,0.0,30.451,27.999,64.74,56.351,3088.709,21.31665,20.28043,29.00097,60.86497,1.657221,8.579746,0.07261925
2017-01-07 11:00:00,620.348,599.7955,0.0,32.0,28.83,60.546,49.654,3176.368,21.7764,19.91331,30.18482,56.08456,1.448541,8.823243,0.07381781
2017-01-07 12:00:00,620.0549,599.7955,0.0,32.588,29.92,56.427,46.889,3224.337,21.05969,19.12376,31.37994,51.01195,1.587292,8.956491,0.08997266
2017-01-07 13:00:00,620.0764,599.7802,0.0,34.306,31.451,52.285,40.849,3756.07,21.48429,18.77289,33.01701,45.52971,1.088125,10.43353,0.07501724
2017-01-07 14:00:00,620.0397,599.6978,0.0,35.263,32.398,43.792,37.621,3623.529,20.01045,17.65141,33.94846,40.60463,1.526736,10.06536,0.1092619
2017-01-07 15:00:00,619.9451,599.8901,0.0,36.391,33.835,42.648,32.812,3303.237,19.94272,16.8496,35.32008,36.14346,1.058542,9.175657,0.08630466
2017-01-07 16:00:00,600.9677,599.8504,0.0,37.408,35.333,35.63,30.071,2601.39,19.03548,16.26736,36.19707,32.73903,0.7422915,7.226084,0.06597583
2017-01-07 17:00:00,619.8962,599.9023,0.0,37.308,34.894,33.128,29.178,1820.38,17.28127,15.73408,36.12871,31.0975,0.600139,5.056611,0.0543456
2017-01-07 18:00:00,600.9982,599.7344,0.0,34.882,33.876,34.792,30.999,1643.81,16.64888,14.6318,34.2368,32.76356,0.5122223,4.566139,0.04478905
2017-01-07 19:00:00,600.348,599.7192,0.0,33.876,30.32,42.458,31.515,1588.93,16.77617,14.52427,32.01971,36.72422,0.0,4.413695,0.002560015
2017-01-07 20:00:00,620.3755,599.7436,0.0,30.31,28.85,62.153,40.658,1588.018,21.14609,15.15155,29.54436,50.20602,1.130625,4.411161,0.05254463
